State/UnionTerritory,Cured,Deaths,Confirmed
Jammu and Kashmir,2604,62,5220
Jharkhand,905,8,1763
Karnataka,4135,89,7213
Kerala,1175,20,2543
Ladakh,82,1,555
Madhya Pradesh,7903,465,10935
Maharashtra,56049,4128,110744
Manipur,151,0,490
Meghalaya,25,1,44
Mizoram,1,0,117
Nagaland,92,0,177
Odisha,2854,11,4055
Puducherry,95,5,202
Punjab,2443,71,3267
Rajasthan,9785,301,12981
Sikkim,4,0,68
Tamil Nadu,25344,479,46504
Telangana,2766,187,5193
Tripura,433,1,1086
Uttarakhand,1189,24,1845
Uttar Pradesh,8268,399,13615
West Bengal,5494,485,11494
Cases being reassigned to states,0,0,7684
Andaman and Nicobar Islands,33,0,44
Andhra Pradesh,3509,88,6841
Arunachal Pradesh,7,0,95
Assam,2166,8,4319
Bihar,4644,41,6778
Chandigarh,302,6,358
Chhattisgarh,1036,9,1781
Dadra and Nagar Haveli and Daman and Diu,9,0,45
Delhi,16500,1837,44688
Goa,85,0,629
Gujarat,17082,1533,24577
Haryana,3748,118,8272
Himachal Pradesh,372,8,560
Jammu and Kashmir,2781,63,5298
Jharkhand,1121,9,1839
Karnataka,4456,94,7530
Kerala,1236,20,2622
Ladakh,85,1,649
Madhya Pradesh,8152,476,11083
Maharashtra,57851,5537,113445
Manipur,159,0,500
Meghalaya,25,1,44
Mizoram,1,0,121
Nagaland,92,0,179
Odisha,2974,11,4163
Puducherry,99,6,216
Punjab,2461,72,3371
Rajasthan,9849,308,13216
Sikkim,4,0,70
Tamil Nadu,26782,528,48019
Telangana,3027,191,5406
Tripura,433,1,1092
Uttarakhand,1216,25,1942
Uttar Pradesh,8610,417,14091
West Bengal,6028,495,11909
Cases being reassigned to states,0,0,8273
Andaman and Nicobar Islands,33,0,44
Andhra Pradesh,3641,90,7071
Arunachal Pradesh,7,0,99
Assam,2642,8,4605
Bihar,4926,44,6942
Chandigarh,303,6,368
Chhattisgarh,1180,10,1864
Dadra and Nagar Haveli and Daman and Diu,12,0,57
Delhi,17457,1904,47102
Goa,96,0,656
Gujarat,17430,1560,25093
Haryana,3952,130,8832
Himachal Pradesh,372,8,569
Jammu and Kashmir,2914,65,5406
Jharkhand,1151,10,1895
Karnataka,4804,102,7734
Kerala,1326,20,2697
Ladakh,92,1,687
Madhya Pradesh,8388,482,11244
Maharashtra,59166,5651,116752
Manipur,192,0,552
Meghalaya,30,1,44
Mizoram,1,0,121
Nagaland,103,0,193
Odisha,3047,11,4338
Puducherry,109,7,245
Punjab,2538,78,3497
Rajasthan,10467,313,13542
Sikkim,4,0,70
Tamil Nadu,27624,576,50193
Telangana,3071,192,5675
Tripura,556,1,1135
Uttarakhand,1254,26,2023
Uttar Pradesh,8904,435,14598
West Bengal,6533,506,12300
Cases being reassigned to states,0,0,8703
Andaman and Nicobar Islands,33,0,44
Andhra Pradesh,3789,92,7518
Arunachal Pradesh,10,0,103
Assam,2654,9,4777
Bihar,5056,44,7025
Chandigarh,306,6,374
Chhattisgarh,1228,10,1946
Dadra and Nagar Haveli and Daman and Diu,13,0,58
Delhi,21341,1969,49979
Goa,109,0,705
Gujarat,17819,1591,25601
Haryana,4556,134,9218
Himachal Pradesh,382,8,595
Jammu and Kashmir,3144,71,5555
Jharkhand,1198,11,1920
Karnataka,4983,114,7944
Kerala,1415,21,2794
Ladakh,95,1,687
Madhya Pradesh,8632,486,11426
Maharashtra,60838,5751,120504
Manipur,199,0,606
Meghalaya,30,1,44
Mizoram,1,0,130
Nagaland,103,0,193
Odisha,3144,11,4512
Puducherry,109,7,271
Punjab,2570,83,3615
Rajasthan,10742,323,13857
Sikkim,5,0,70
Tamil Nadu,28641,625,52334
Telangana,3301,195,6027
Tripura,639,1,1155
Uttarakhand,1386,26,2102
Uttar Pradesh,9239,465,15181
West Bengal,7001,518,12735
Cases being reassigned to states,0,0,8927
Andaman and Nicobar Islands,35,0,45
Andhra Pradesh,3917,96,7961
Arunachal Pradesh,11,0,103
Assam,3039,9,4904
Bihar,5098,50,7181
Chandigarh,315,6,381
Chhattisgarh,1331,10,2028
Dadra and Nagar Haveli and Daman and Diu,14,0,62
Delhi,23569,2035,53116
Goa,118,0,725
Gujarat,18159,1618,26141
Haryana,4889,144,9743
Himachal Pradesh,388,8,619
Jammu and Kashmir,3194,75,5680
Jharkhand,1332,11,1965
Karnataka,5210,124,8281
Kerala,1511,21,2912
Ladakh,95,1,744
Madhya Pradesh,8748,495,11582
Maharashtra,62773,5893,124331
Manipur,218,0,681
Meghalaya,33,1,44
Mizoram,1,0,130
Nagaland,125,0,198
Odisha,3297,11,4677
Puducherry,118,7,286
Punjab,2636,92,3832
Rajasthan,10997,333,14156
Sikkim,5,0,70
Tamil Nadu,30271,666,54449
Telangana,3353,198,6526
Tripura,657,1,1178
Uttarakhand,1433,26,2177
Uttar Pradesh,9638,488,15785
West Bengal,7303,529,13090
Cases being reassigned to states,0,0,9265
Andaman and Nicobar Islands,36,0,47
Andhra Pradesh,4111,101,8452
Arunachal Pradesh,14,0,135
Assam,3039,9,4904
Bihar,5529,52,7533
Chandigarh,316,6,404
Chhattisgarh,1394,11,2041
Dadra and Nagar Haveli and Daman and Diu,26,0,68
Delhi,31294,2112,56746
Goa,129,0,754
Gujarat,18694,1638,26680
Haryana,5128,149,10223
Himachal Pradesh,413,8,656
Jammu and Kashmir,3336,81,5834
Jharkhand,1335,11,1965
Karnataka,5391,132,8697
Kerala,1568,21,3039
Ladakh,117,1,836
Madhya Pradesh,8880,501,11724
Maharashtra,64153,5984,128205
Manipur,232,0,777
Meghalaya,33,1,44
Mizoram,9,0,140
Nagaland,138,0,201
Odisha,3534,12,4856
Puducherry,118,7,286
Punjab,2678,98,3952
Rajasthan,11274,337,14536
Sikkim,25,0,70
Tamil Nadu,31316,704,56845
Telangana,3506,203,7072
Tripura,680,1,1186
Uttarakhand,1450,27,2301
Uttar Pradesh,9995,507,16594
West Bengal,7865,540,13531
Cases being reassigned to states,0,0,9127
Andaman and Nicobar Islands,37,0,48
Andhra Pradesh,4331,106,8999
Arunachal Pradesh,15,0,135
Assam,3360,9,5388
Bihar,5580,53,7612
Chandigarh,316,6,406
Chhattisgarh,1447,11,2275
Dadra and Nagar Haveli and Daman and Diu,26,0,88
Delhi,33013,2175,59746
Goa,129,0,754
Gujarat,19349,1663,27260
Haryana,5557,160,10635
Himachal Pradesh,425,8,673
Jammu and Kashmir,3382,82,5956
Jharkhand,1406,11,2073
Karnataka,5618,137,9150
Kerala,1661,21,3172
Ladakh,134,1,837
Madhya Pradesh,9015,515,11903
Maharashtra,65744,6170,132075
Manipur,250,0,841
Meghalaya,33,1,44
Mizoram,9,0,141
Nagaland,141,0,211
Odisha,3720,14,5160
Puducherry,140,8,366
Punjab,2700,99,4074
Rajasthan,11597,349,14930
Sikkim,25,0,78
Tamil Nadu,32754,757,59377
Telangana,3731,210,7802
Tripura,759,1,1221
Uttarakhand,1500,27,2344
Uttar Pradesh,10995,550,17731
West Bengal,8297,555,13945
Cases being reassigned to states,0,0,7832
Andaman and Nicobar Islands,37,0,48
Andhra Pradesh,4495,111,9372
Arunachal Pradesh,21,0,139
Assam,3521,9,5586
Bihar,5781,55,7825
Chandigarh,322,6,411
Chhattisgarh,1513,12,2303
Dadra and Nagar Haveli and Daman and Diu,27,0,91
Delhi,36602,2233,62655
Goa,152,1,864
Gujarat,19909,1684,27825
Haryana,5916,169,11025
Himachal Pradesh,437,8,727
Jammu and Kashmir,3531,85,6088
Jharkhand,1469,11,2137
Karnataka,5730,142,9399
Kerala,1749,21,3310
Ladakh,136,1,847
Madhya Pradesh,9215,521,12078
Maharashtra,67706,6283,135796
Manipur,250,0,898
Meghalaya,37,1,44
Mizoram,9,0,141
Nagaland,141,0,280
Odisha,3863,15,5303
Puducherry,149,8,383
Punjab,2825,101,4235
Rajasthan,11910,356,15232
Sikkim,29,0,78
Tamil Nadu,34112,794,62087
Telangana,4005,217,8674
Tripura,782,1,1237
Uttarakhand,1521,28,2402
Uttar Pradesh,11601,569,18322
West Bengal,8687,569,14358
Cases being reassigned to states,0,0,8015
Andaman and Nicobar Islands,40,0,50
Andhra Pradesh,4599,119,10002
Arunachal Pradesh,22,0,148
Assam,3762,9,5831
Bihar,6104,56,8153
Chandigarh,322,6,418
Chhattisgarh,1553,12,2362
Dadra and Nagar Haveli and Daman and Diu,29,0,120
Delhi,39313,2301,66602
Goa,205,1,909
Gujarat,20513,1710,28371
Haryana,6498,178,11520
Himachal Pradesh,443,8,775
Jammu and Kashmir,3642,87,6236
Jharkhand,1520,11,2185
Karnataka,6004,150,9721
Kerala,1809,22,3451
Ladakh,148,1,932
Madhya Pradesh,9335,525,12261
Maharashtra,69631,6531,139010
Manipur,258,0,921
Meghalaya,37,1,46
Mizoram,9,0,142
Nagaland,141,0,330
Odisha,3988,17,5470
Puducherry,165,9,402
Punjab,3047,105,4397
Rajasthan,12213,365,15627
Sikkim,29,0,79
Tamil Nadu,35339,833,64603
Telangana,4224,220,9553
Tripura,807,1,1259
Uttarakhand,1602,30,2535
Uttar Pradesh,12116,588,18893
West Bengal,9218,580,14728
Cases being reassigned to states,0,0,8141
Andaman and Nicobar Islands,43,0,56
Andhra Pradesh,4779,124,10331
Arunachal Pradesh,38,0,158
Assam,3958,9,6198
Bihar,6113,57,8209
Chandigarh,323,6,420
Chhattisgarh,1627,12,2419
Dadra and Nagar Haveli and Daman and Diu,30,0,120
Delhi,41437,2365,70390
Goa,289,2,951
Gujarat,21088,1735,28943
Haryana,6925,188,12010
Himachal Pradesh,466,8,806
Jammu and Kashmir,3818,88,6422
Jharkhand,1570,11,2207
Karnataka,6151,164,10118
Kerala,1888,22,3603
Ladakh,274,1,941
Madhya Pradesh,9473,534,12448
Maharashtra,73792,6739,142900
Manipur,328,0,970
Meghalaya,42,1,46
Mizoram,19,0,142
Nagaland,148,0,347
Odisha,4123,17,5752
Puducherry,176,9,461
Punjab,3099,113,4627
Rajasthan,12611,375,16009
Sikkim,39,0,84
Tamil Nadu,37763,866,67468
Telangana,4361,225,10444
Tripura,897,1,1259
Uttarakhand,1721,35,2623
Uttar Pradesh,12586,596,19557
West Bengal,9702,591,15173
Cases being reassigned to states,0,0,8493
Andaman and Nicobar Islands,43,0,59
Andhra Pradesh,4988,136,10884
Arunachal Pradesh,38,1,160
Assam,4033,9,6321
Bihar,6441,57,8473
Chandigarh,329,6,423
Chhattisgarh,1755,12,2452
Dadra and Nagar Haveli and Daman and Diu,32,0,155
Delhi,44765,2429,73780
Goa,335,2,995
Gujarat,21498,1753,29520
Haryana,7380,198,12463
Himachal Pradesh,477,9,839
Jammu and Kashmir,3967,90,6549
Jharkhand,1605,12,2262
Karnataka,6670,170,10560
Kerala,1943,22,3726
Ladakh,358,1,941
Madhya Pradesh,9619,542,12596
Maharashtra,77453,6931,147741
Manipur,354,0,1056
Meghalaya,42,1,46
Mizoram,30,0,145
Nagaland,160,0,355
Odisha,4291,17,5962
Puducherry,187,9,502
Punjab,3192,120,4769
Rajasthan,12840,379,16296
Sikkim,39,0,85
Tamil Nadu,39999,911,70977
Telangana,4688,230,11364
Tripura,1019,1,1290
Uttarakhand,1758,36,2691
Uttar Pradesh,13119,611,20193
West Bengal,10190,606,15648
Cases being reassigned to states,0,0,8123
Andaman and Nicobar Islands,43,0,72
Andhra Pradesh,5196,148,11489
Arunachal Pradesh,42,1,172
Assam,4259,9,6607
Bihar,6762,58,8716
Chandigarh,335,6,425
Chhattisgarh,1914,13,2545
Dadra and Nagar Haveli and Daman and Diu,41,0,163
Delhi,47091,2492,77240
Goa,370,2,1039
Gujarat,22030,1771,30095
Haryana,8016,211,12884
Himachal Pradesh,502,9,864
Jammu and Kashmir,4080,91,6762
Jharkhand,1643,12,2290
Karnataka,6916,180,11005
Kerala,2008,22,3876
Ladakh,358,1,946
Madhya Pradesh,9804,546,12798
Maharashtra,79815,7106,152765
Manipur,393,0,1075
Meghalaya,42,1,47
Mizoram,30,0,145
Nagaland,162,0,371
Odisha,4422,17,6180
Puducherry,187,9,502
Punjab,3201,122,4957
Rajasthan,13062,380,16660
Sikkim,39,0,86
Tamil Nadu,41357,957,74622
Telangana,4766,237,12349
Tripura,1055,1,1325
Uttarakhand,1822,37,2725
Uttar Pradesh,13583,630,20943
West Bengal,10535,616,16190
Cases being reassigned to states,0,0,8023
Andaman and Nicobar Islands,43,0,72
Andhra Pradesh,5480,157,12285
Arunachal Pradesh,54,1,177
Assam,4500,9,6816
Bihar,6843,59,8931
Chandigarh,335,6,428
Chhattisgarh,1914,13,2545
Dadra and Nagar Haveli and Daman and Diu,55,0,177
Delhi,49301,2558,80188
Goa,420,2,1128
Gujarat,22409,1789,30709
Haryana,8472,218,13427
Himachal Pradesh,509,9,894
Jammu and Kashmir,4225,93,6966
Jharkhand,1724,12,2339
Karnataka,7287,191,11923
Kerala,2110,22,4071
Ladakh,554,1,960
Madhya Pradesh,9971,550,12965
Maharashtra,84245,7273,159133
Manipur,432,0,1092
Meghalaya,42,1,47
Mizoram,55,0,148
Nagaland,164,0,387
Odisha,4606,18,6350
Puducherry,221,10,619
Punjab,3320,128,5056
Rajasthan,13367,391,16944
Sikkim,46,0,87
Tamil Nadu,44094,1025,78335
Telangana,4928,243,13436
Tripura,1071,1,1334
Uttarakhand,1912,37,2791
Uttar Pradesh,14215,649,21549
West Bengal,10789,629,16711
Cases being reassigned to states,0,0,7839
Andaman and Nicobar Islands,45,0,76
Andhra Pradesh,5908,169,13241
Arunachal Pradesh,60,1,182
Assam,5088,10,7206
Bihar,7118,60,9212
Chandigarh,336,6,429
Chhattisgarh,2091,13,2662
Dadra and Nagar Haveli and Daman and Diu,60,0,178
Delhi,52607,2623,83077
Goa,478,3,1198
Gujarat,22800,1808,31320
Haryana,8917,223,13829
Himachal Pradesh,529,9,916
Jammu and Kashmir,4316,94,7093
Jharkhand,1793,12,2364
Karnataka,7507,207,13190
Kerala,2152,22,4189
Ladakh,586,1,963
Madhya Pradesh,10084,557,13186
Maharashtra,86575,7429,164626
Manipur,455,0,1185
Meghalaya,42,1,47
Mizoram,55,0,148
Nagaland,164,0,415
Odisha,4743,21,6614
Puducherry,221,10,619
Punjab,3526,133,5216
Rajasthan,13611,399,17271
Sikkim,49,0,88
Tamil Nadu,45537,1079,82275
Telangana,5172,247,14419
Tripura,1079,1,1346
Uttarakhand,2018,38,2823
Uttar Pradesh,14808,660,22147
West Bengal,11193,639,17283
Cases being reassigned to states,0,0,7285
Andaman and Nicobar Islands,46,0,90
Andhra Pradesh,6232,180,13891
Arunachal Pradesh,61,1,187
Assam,5333,11,7752
Bihar,7390,62,9640
Chandigarh,349,6,435
Chhattisgarh,2173,13,2761
Dadra and Nagar Haveli and Daman and Diu,77,0,203
Delhi,56235,2680,85161
Goa,478,3,1198
Gujarat,23240,1827,31938
Haryana,9502,232,14210
Himachal Pradesh,556,9,942
Jammu and Kashmir,4585,95,7237
Jharkhand,1845,15,2426
Karnataka,7683,226,14295
Kerala,2152,22,4189
Ladakh,616,1,964
Madhya Pradesh,10199,564,13370
Maharashtra,88960,7610,169883
Manipur,494,0,1227
Meghalaya,42,1,47
Mizoram,55,0,148
Nagaland,168,0,434
Odisha,4946,23,6859
Puducherry,221,10,619
Punjab,3764,138,5418
Rajasthan,13618,405,17660
Sikkim,50,0,88
Tamil Nadu,47749,1141,86224
Telangana,5582,253,15394
Tripura,1085,1,1380
Uttarakhand,2111,39,2831
Uttar Pradesh,15506,672,22828
West Bengal,11719,653,17907
Cases being reassigned to states,0,0,7004
Andaman and Nicobar Islands,50,0,97
Andhra Pradesh,6511,187,14595
Arunachal Pradesh,62,1,191
Assam,5647,12,8227
Bihar,7687,67,10043
Chandigarh,364,6,440
Chhattisgarh,2250,13,2860
Dadra and Nagar Haveli and Daman and Diu,82,0,213
Delhi,58348,2742,87360
Goa,596,3,1315
Gujarat,23662,1846,32557
Haryana,9972,236,14548
Himachal Pradesh,580,10,953
Jammu and Kashmir,4722,101,7497
Jharkhand,1884,15,2490
Karnataka,7918,246,15242
Kerala,2306,24,4442
Ladakh,648,1,973
Madhya Pradesh,10395,572,13593
Maharashtra,90911,7855,174761
Manipur,553,0,1234
Meghalaya,42,1,52
Mizoram,122,0,160
Nagaland,168,0,459
Odisha,5189,25,7065
Puducherry,272,12,714
Punjab,3867,144,5568
Rajasthan,14220,413,18014
Sikkim,52,0,89
Tamil Nadu,50074,1201,90167
Telangana,7294,260,16339
Tripura,1086,1,1388
Uttarakhand,2231,41,2881
Uttar Pradesh,16084,697,23492
West Bengal,12130,668,18559
Cases being reassigned to states,0,0,6915
Andaman and Nicobar Islands,50,0,100
Andhra Pradesh,6988,193,15252
Arunachal Pradesh,66,1,195
Assam,5851,12,8582
Bihar,7946,70,10249
Chandigarh,367,6,446
Chhattisgarh,2303,14,2940
Dadra and Nagar Haveli and Daman and Diu,86,0,215
Delhi,59992,2803,89802
Goa,670,4,1387
Gujarat,24030,1867,33232
Haryana,10499,240,14941
Himachal Pradesh,614,10,979
Jammu and Kashmir,4856,105,7695
Jharkhand,1931,15,2521
Karnataka,8063,253,16514
Kerala,2439,24,4593
Ladakh,694,1,990
Madhya Pradesh,10655,581,13861
Maharashtra,93154,8053,180298
Manipur,579,0,1260
Meghalaya,42,1,52
Mizoram,123,0,160
Nagaland,168,0,459
Odisha,5353,25,7316
Puducherry,272,12,714
Punjab,3867,149,5668
Rajasthan,14574,421,18312
Sikkim,53,0,101
Tamil Nadu,52926,1264,94049
Telangana,8082,267,17357
Tripura,1093,1,1396
Uttarakhand,2317,41,2947
Uttar Pradesh,16629,718,24056
West Bengal,12528,683,19170
Cases being reassigned to states,0,0,6832
Andaman and Nicobar Islands,51,0,109
Andhra Pradesh,7313,198,16097
Arunachal Pradesh,66,1,195
Assam,6106,12,9013
Bihar,8020,77,10471
Chandigarh,389,6,450
Chhattisgarh,2385,14,3013
Dadra and Nagar Haveli and Daman and Diu,89,0,230
Delhi,63007,2864,92175
Goa,734,4,1482
Gujarat,24593,1886,33913
Haryana,11019,251,15509
Himachal Pradesh,628,10,1014
Jammu and Kashmir,4974,115,7849
Jharkhand,1983,15,2584
Karnataka,8334,272,18016
Kerala,2640,25,4753
Ladakh,730,1,990
Madhya Pradesh,10815,589,14106
Maharashtra,101172,8178,186626
Manipur,617,0,1279
Meghalaya,42,1,56
Mizoram,126,0,162
Nagaland,182,0,501
Odisha,5502,27,7545
Puducherry,331,12,802
Punjab,4144,152,5784
Rajasthan,14948,430,18662
Sikkim,53,0,102
Tamil Nadu,56021,1321,98392
Telangana,9069,275,18570
Tripura,1146,1,1435
Uttarakhand,2405,42,2984
Uttar Pradesh,17221,735,24825
West Bengal,13037,699,19819
Cases being reassigned to states,0,0,6031
Andaman and Nicobar Islands,54,0,116
Andhra Pradesh,7632,206,16934
Arunachal Pradesh,75,1,252
Assam,6349,14,9673
Bihar,8214,80,10954
Chandigarh,393,6,457
Chhattisgarh,2437,14,3065
Dadra and Nagar Haveli and Daman and Diu,96,0,257
Delhi,65624,2923,94695
Goa,734,4,1482
Gujarat,24933,1904,34600
Haryana,11691,255,16003
Himachal Pradesh,667,10,1033
Jammu and Kashmir,5075,119,8019
Jharkhand,2001,15,2695
Karnataka,8805,293,19710
Kerala,2841,25,4964
Ladakh,777,1,1001
Madhya Pradesh,11049,593,14297
Maharashtra,104687,8376,192990
Manipur,639,0,1316
Meghalaya,43,1,62
Mizoram,126,0,162
Nagaland,228,0,539
Odisha,5705,29,8106
Puducherry,331,12,802
Punjab,4266,157,5937
Rajasthan,15281,440,19052
Sikkim,53,0,102
Tamil Nadu,58378,1385,102721
Telangana,10195,283,20462
Tripura,1199,1,1525
Uttarakhand,2481,42,3048
Uttar Pradesh,17597,749,25797
West Bengal,13571,717,20488
Cases being reassigned to states,0,0,4999
Andaman and Nicobar Islands,66,0,119
Andhra Pradesh,8008,218,17699
Arunachal Pradesh,76,1,259
Assam,6657,14,10668
Bihar,8686,89,11700
Chandigarh,395,6,460
Chhattisgarh,2549,14,3161
Dadra and Nagar Haveli and Daman and Diu,96,0,271
Delhi,68256,3004,97200
Goa,825,6,1684
Gujarat,25406,1925,35312
Haryana,12257,260,16548
Himachal Pradesh,704,11,1046
Jammu and Kashmir,5143,127,8246
Jharkhand,2035,17,2739
Karnataka,9244,335,21549
Kerala,3048,25,5204
Ladakh,826,1,1005
Madhya Pradesh,11234,598,14604
Maharashtra,108082,8671,200064
Manipur,667,0,1325
Meghalaya,43,1,62
Mizoram,130,0,164
Nagaland,228,0,563
Odisha,5934,34,8601
Puducherry,331,12,802
Punjab,4306,162,6109
Rajasthan,15640,447,19532
Sikkim,58,0,103
Tamil Nadu,60592,1450,107001
Telangana,11537,288,22312
Tripura,1202,1,1546
Uttarakhand,2502,42,3093
Uttar Pradesh,18154,773,26554
West Bengal,14166,736,21231
Cases being reassigned to states,0,0,4629
Andaman and Nicobar Islands,72,0,125
Andhra Pradesh,8422,232,18697
Arunachal Pradesh,78,1,269
Assam,7125,14,11388
Bihar,8765,95,11876
Chandigarh,395,6,466
Chhattisgarh,2601,14,3207
Dadra and Nagar Haveli and Daman and Diu,106,0,271
Delhi,71339,3067,99444
Goa,936,7,1761
Gujarat,25892,1943,36037
Haryana,12944,265,17005
Himachal Pradesh,737,11,1063
Jammu and Kashmir,5255,132,8429
Jharkhand,2045,19,2781
Karnataka,9847,372,23474
Kerala,3174,25,5429
Ladakh,826,1,1005
Madhya Pradesh,11411,608,14930
Maharashtra,111740,8822,206619
Manipur,688,0,1366
Meghalaya,43,1,62
Mizoram,130,0,186
Nagaland,231,0,590
Odisha,6224,36,9070
Puducherry,331,12,802
Punjab,4408,164,6283
Rajasthan,15928,456,20164
Sikkim,61,0,123
Tamil Nadu,62778,1510,111151
Telangana,12703,295,23902
Tripura,1202,1,1568
Uttarakhand,2524,42,3124
Uttar Pradesh,18761,785,27707
West Bengal,14711,757,22126
Cases being reassigned to states,0,0,4913
Andaman and Nicobar Islands,74,0,141
Andhra Pradesh,8920,239,20019
Arunachal Pradesh,92,2,270
Assam,7882,14,12160
Bihar,8997,97,12125
Chandigarh,401,6,489
Chhattisgarh,2667,14,3305
Dadra and Nagar Haveli and Daman and Diu,114,0,297
Delhi,72088,3115,100823
Goa,1061,7,1813
Gujarat,26315,1960,36772
Haryana,13335,276,17504
Himachal Pradesh,763,11,1077
Jammu and Kashmir,5318,138,8675
Jharkhand,2068,20,2847
Karnataka,10527,401,25317
Kerala,3341,27,5622
Ladakh,836,1,1005
Madhya Pradesh,11579,617,15284
Maharashtra,115262,9026,211987
Manipur,734,0,1390
Meghalaya,43,1,80
Mizoram,133,0,197
Nagaland,243,0,625
Odisha,6486,38,9526
Puducherry,331,12,802
Punjab,4494,169,6491
Rajasthan,16278,461,20688
Sikkim,65,0,125
Tamil Nadu,66571,1571,114978
Telangana,14781,306,25733
Tripura,1219,1,1680
Uttarakhand,2586,42,3161
Uttar Pradesh,19109,809,28636
West Bengal,15235,779,22987
Cases being reassigned to states,0,0,5034
Andaman and Nicobar Islands,75,0,147
Andhra Pradesh,9745,252,21197
Arunachal Pradesh,105,2,276
Assam,8329,14,12522
Bihar,9284,104,12570
Chandigarh,401,7,494
Chhattisgarh,2751,14,3415
Dadra and Nagar Haveli and Daman and Diu,183,0,405
Delhi,74217,3165,102831
Goa,1156,8,1903
Gujarat,26720,1977,37550
Haryana,13645,279,17999
Himachal Pradesh,790,11,1083
Jammu and Kashmir,5399,143,8931
Jharkhand,2104,22,2996
Karnataka,11098,416,26815
Kerala,3452,27,5894
Ladakh,836,1,1041
Madhya Pradesh,11768,622,15627
Maharashtra,118558,9250,217121
Manipur,771,0,1430
Meghalaya,43,1,80
Mizoram,133,0,197
Nagaland,243,0,625
Odisha,6703,42,10097
Puducherry,434,14,930
Punjab,4554,175,6749
Rajasthan,16575,472,21404
Sikkim,70,0,125
Tamil Nadu,71116,1636,118594
Telangana,16287,313,27612
Tripura,1248,1,1704
Uttarakhand,2621,43,3230
Uttar Pradesh,19627,827,29968
West Bengal,15790,804,23837
Cases being reassigned to states,0,0,5018
Andaman and Nicobar Islands,77,0,149
Andhra Pradesh,11101,264,22259
Arunachal Pradesh,109,2,287
Assam,8729,16,13336
Bihar,9554,107,13189
Chandigarh,402,7,513
Chhattisgarh,2835,14,3525
Dadra and Nagar Haveli and Daman and Diu,184,0,408
Delhi,78199,3213,104864
Goa,1207,8,2039
Gujarat,27289,1993,38333
Haryana,14106,282,18690
Himachal Pradesh,833,11,1101
Jammu and Kashmir,5567,149,9261
Jharkhand,2170,22,3096
Karnataka,11876,470,28877
Kerala,3559,27,6195
Ladakh,836,1,1041
Madhya Pradesh,11987,629,16036
Maharashtra,123192,9448,223724
Manipur,793,0,1435
Meghalaya,43,1,80
Mizoram,133,0,197
Nagaland,304,0,657
Odisha,7006,48,10624
Puducherry,480,14,1008
Punjab,4828,178,6907
Rajasthan,16866,482,22063
Sikkim,71,0,133
Tamil Nadu,74167,1700,122350
Telangana,17279,324,29536
Tripura,1324,1,1761
Uttarakhand,2650,46,3258
Uttar Pradesh,20331,845,31156
West Bengal,16291,827,24823
Cases being reassigned to states,0,0,4385
Andaman and Nicobar Islands,83,0,151
Andhra Pradesh,12154,277,23814
Arunachal Pradesh,120,2,302
Assam,8729,22,14032
Bihar,9816,115,13944
Chandigarh,403,7,523
Chhattisgarh,2903,15,3675
Dadra and Nagar Haveli and Daman and Diu,189,0,411
Delhi,82226,3258,107051
Goa,1273,9,2151
Gujarat,27718,2008,39194
Haryana,14510,287,19369
Himachal Pradesh,846,11,1140
Jammu and Kashmir,5695,154,9501
Jharkhand,2208,23,3246
Karnataka,12833,486,31105
Kerala,3708,27,6534
Ladakh,915,1,1055
Madhya Pradesh,12232,634,16341
Maharashtra,127259,9667,230599
Manipur,799,0,1450
Meghalaya,66,2,113
Mizoram,133,0,197
Nagaland,304,0,673
Odisha,7407,52,11201
Puducherry,584,14,1151
Punjab,4945,183,7140
Rajasthan,17070,491,22563
Sikkim,72,0,134
Tamil Nadu,78161,1765,126581
Telangana,18192,331,30946
Tripura,1338,1,1776
Uttarakhand,2672,46,3305
Uttar Pradesh,21127,862,32362
West Bengal,16826,854,25911
Cases being reassigned to states,0,0,4161
Andaman and Nicobar Islands,92,0,156
Andhra Pradesh,13194,292,25422
Arunachal Pradesh,120,2,335
Assam,9147,27,14600
Bihar,10109,119,14575
Chandigarh,408,7,539
Chhattisgarh,3028,17,3767
Dadra and Nagar Haveli and Daman and Diu,211,0,459
Delhi,84694,3300,109140
Goa,1347,9,2251
Gujarat,28147,2022,40069
Haryana,14904,290,19934
Himachal Pradesh,883,11,1171
Jammu and Kashmir,5786,159,9888
Jharkhand,2224,23,3419
Karnataka,13836,543,33418
Kerala,3820,27,6950
Ladakh,917,1,1064
Madhya Pradesh,12481,638,16657
Maharashtra,132625,9893,238461
Manipur,832,0,1582
Meghalaya,66,2,207
Mizoram,143,0,226
Nagaland,304,0,732
Odisha,7972,56,11956
Puducherry,637,17,1272
Punjab,5017,187,7357
Rajasthan,17620,497,23174
Sikkim,80,0,134
Tamil Nadu,82324,1829,130261
Telangana,19205,339,32224
Tripura,1372,1,1918
Uttarakhand,2706,46,3373
Uttar Pradesh,21787,889,33700
West Bengal,17348,880,27109
Cases being reassigned to states,0,0,3416
Andaman and Nicobar Islands,93,0,163
Andhra Pradesh,14393,309,27235
Arunachal Pradesh,125,2,341
Assam,9150,35,15536
Bihar,10685,131,15373
Chandigarh,413,7,555
Chhattisgarh,3070,17,3897
Dadra and Nagar Haveli and Daman and Diu,226,0,471
Delhi,87692,3334,110921
Goa,1428,12,2368
Gujarat,28649,2032,40941
Haryana,15394,297,20582
Himachal Pradesh,908,11,1182
